longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,bedroom ratio,room per household,total bedroom,Is any bedroom missing
-117.97,33.83,22,3310,688,1807,674,4.0185,200900,<1H OCEAN,0.207854985,4.910979228,688,NO
-117.97,33.82,26,2335,504,1121,502,2.9891,205200,<1H OCEAN,0.215845824,4.651394422,504,NO
-117.97,33.82,26,4013,985,2442,922,3.7655,197700,<1H OCEAN,0.24545228,4.352494577,985,NO
-117.96,33.83,30,2838,649,1758,593,3.3831,197400,<1H OCEAN,0.228682171,4.785834739,649,NO
-117.96,33.83,18,2067,770,870,541,3.1315,137500,<1H OCEAN,0.372520561,3.820702403,770,NO
-117.96,33.83,29,1194,176,474,170,6.1001,298900,<1H OCEAN,0.147403685,7.023529412,176,NO
-117.95,33.84,18,3418,815,1961,773,3.65,171400,<1H OCEAN,0.238443534,4.421733506,815,NO
-117.94,33.83,20,812,192,494,172,3.25,350000,<1H OCEAN,0.236453202,4.720930233,192,NO
-117.95,33.83,31,2421,389,1348,413,4.9394,217800,<1H OCEAN,0.160677406,5.861985472,389,NO
-117.94,33.82,34,1347,212,676,201,3.8828,215400,<1H OCEAN,0.157386785,6.701492537,212,NO
-117.94,33.82,27,1366,326,878,325,3.4,196900,<1H OCEAN,0.238653001,4.203076923,326,NO
-117.95,33.82,29,2929,640,1618,584,3.6875,213200,<1H OCEAN,0.218504609,5.015410959,640,NO
-117.95,33.83,35,1107,207,641,210,5.0599,216700,<1H OCEAN,0.18699187,5.271428571,207,NO
-117.96,33.83,34,982,148,498,156,6.3214,220800,<1H OCEAN,0.150712831,6.294871795,148,NO
-117.95,33.83,36,1380,237,690,234,3.8214,210900,<1H OCEAN,0.17173913,5.897435897,237,NO
-117.93,33.83,32,1792,411,1131,381,2.4942,186300,<1H OCEAN,0.229352679,4.703412073,411,NO
-117.92,33.82,36,2360,405,1479,386,4.3583,187200,<1H OCEAN,0.171610169,6.113989637,405,NO
-117.94,33.82,29,1422,409,1057,390,2.3347,208100,<1H OCEAN,0.287623066,3.646153846,409,NO
-117.94,33.82,24,4735,955,2600,868,5.0764,228600,<1H OCEAN,0.201689546,5.455069124,955,NO
-117.93,33.82,28,2444,555,1848,567,3.0179,198800,<1H OCEAN,0.227086743,4.310405644,555,NO
-117.92,33.84,38,1316,263,671,278,3.2969,220000,<1H OCEAN,0.199848024,4.73381295,263,NO
-117.92,33.83,6,3136,990,1894,859,2.5564,171300,<1H OCEAN,0.315688776,3.650756694,990,NO
-117.93,33.83,30,1561,381,1104,391,3.375,201900,<1H OCEAN,0.244074311,3.992327366,381,NO
-117.93,33.84,34,2160,298,852,305,6.0531,287100,<1H OCEAN,0.137962963,7.081967213,298,NO
-117.93,33.84,26,2811,612,1374,566,3.475,282500,<1H OCEAN,0.217716115,4.966431095,612,NO
-117.91,33.84,26,1156,393,1880,400,2.2716,350000,<1H OCEAN,0.339965398,2.89,393,NO
-117.9,33.83,23,2459,689,2720,598,2.8072,164700,<1H OCEAN,0.280195201,4.112040134,689,NO
-117.91,33.83,9,1160,368,735,325,1.119,175000,<1H OCEAN,0.317241379,3.569230769,368,NO
-117.92,33.83,17,382,86,272,81,1.425,212500,<1H OCEAN,0.22513089,4.716049383,86,NO
-117.91,33.84,16,919,253,912,249,1.5903,165400,<1H OCEAN,0.275299238,3.690763052,253,NO
-117.91,33.84,25,1021,252,975,258,3.125,168100,<1H OCEAN,0.246816846,3.957364341,252,NO
-117.91,33.83,47,504,113,375,109,3.6607,160600,<1H OCEAN,0.224206349,4.623853211,113,NO
-117.91,33.83,37,1039,260,719,243,3.0288,161400,<1H OCEAN,0.250240616,4.275720165,260,NO
-117.92,33.83,36,1072,193,639,196,5.0275,179300,<1H OCEAN,0.180037313,5.469387755,193,NO
-117.92,33.83,52,1514,301,855,293,3.6042,166400,<1H OCEAN,0.198811096,5.167235495,301,NO
-117.91,33.83,32,1855,527,2568,504,2.5509,170800,<1H OCEAN,0.284097035,3.680555556,527,NO
-117.9,33.82,32,1187,302,1003,275,2.4931,166900,<1H OCEAN,0.254422915,4.316363636,302,NO
-117.92,33.82,10,1548,506,1535,424,4.5057,152400,<1H OCEAN,0.326873385,3.650943396,506,NO
-117.91,33.82,32,2696,640,2330,626,2.9479,184600,<1H OCEAN,0.237388724,4.306709265,640,NO
-117.91,33.82,29,1444,326,1038,271,2.3843,182900,<1H OCEAN,0.225761773,5.328413284,326,NO
-117.91,33.81,18,1181,353,781,340,2.5625,153100,<1H OCEAN,0.298899238,3.473529412,353,NO
-117.91,33.82,32,1408,307,1331,284,3.7014,179600,<1H OCEAN,0.218039773,4.957746479,307,NO
-117.93,33.81,18,3291,587,1640,563,4.8981,166300,<1H OCEAN,0.178365239,5.845470693,587,NO
-117.92,33.81,34,988,173,759,184,5.6047,205100,<1H OCEAN,0.175101215,5.369565217,173,NO
-117.93,33.8,34,3903,717,2054,716,4.2731,218000,<1H OCEAN,0.183704842,5.451117318,717,NO
-117.92,33.8,17,1317,256,679,272,4.6696,159500,<1H OCEAN,0.194381169,4.841911765,256,NO
-117.9,33.8,21,1342,326,748,335,2.9231,45000,<1H OCEAN,0.242921013,4.005970149,326,NO
-117.9,33.8,22,2964,829,2639,771,2.4833,157500,<1H OCEAN,0.279689609,3.844357977,829,NO
-117.9,33.8,23,1368,397,1940,358,3.0789,350000,<1H OCEAN,0.290204678,3.82122905,397,NO
-117.9,33.8,27,2176,442,1440,418,4.375,212500,<1H OCEAN,0.203125,5.205741627,442,NO
-117.94,33.81,33,1891,334,932,343,4.2759,238000,<1H OCEAN,0.176626124,5.513119534,334,NO
-117.94,33.81,25,1731,482,1127,455,3.256,214300,<1H OCEAN,0.278451762,3.804395604,482,NO
-117.94,33.81,34,1290,203,664,204,5.8461,227400,<1H OCEAN,0.157364341,6.323529412,203,NO
-117.94,33.81,26,1589,259,735,315,4.5714,243200,<1H OCEAN,0.162995595,5.044444444,259,NO
-117.94,33.8,28,2914,489,1500,499,4.9429,254800,<1H OCEAN,0.16781057,5.839679359,489,NO
-117.94,33.81,24,4602,1131,3003,1014,3.6771,172200,<1H OCEAN,0.245762712,4.538461538,1131,NO
-117.93,33.8,29,1672,267,891,281,4.8611,231900,<1H OCEAN,0.159688995,5.950177936,267,NO
-117.95,33.82,35,1068,190,514,174,4.0735,208700,<1H OCEAN,0.177902622,6.137931034,190,NO
-117.95,33.82,35,1117,181,496,168,4.3269,224700,<1H OCEAN,0.162041182,6.648809524,181,NO
-117.96,33.82,32,2856,622,1499,601,3.63,183400,<1H OCEAN,0.217787115,4.752079867,622,NO
-117.96,33.82,32,2726,556,1513,531,3.7917,197400,<1H OCEAN,0.203961849,5.133709981,556,NO
-117.96,33.8,30,729,131,488,139,4.7667,195200,<1H OCEAN,0.179698217,5.244604317,131,NO
-117.96,33.81,35,1153,192,884,208,5.2384,177400,<1H OCEAN,0.166522116,5.543269231,192,NO
-117.96,33.81,34,1416,277,980,284,4.7772,182500,<1H OCEAN,0.195621469,4.985915493,277,NO
-117.96,33.81,35,1996,326,1409,330,4.7738,180000,<1H OCEAN,0.163326653,6.048484848,326,NO
-117.96,33.82,29,2176,468,1632,428,3.707,180400,<1H OCEAN,0.215073529,5.08411215,468,NO
-117.96,33.82,19,1199,251,730,276,3.6422,209400,<1H OCEAN,0.209341118,4.344202899,251,NO
-117.95,33.81,33,1724,291,943,285,5.118,195200,<1H OCEAN,0.168793503,6.049122807,291,NO
-117.96,33.81,34,1941,356,1021,339,4.4663,183900,<1H OCEAN,0.183410613,5.725663717,356,NO
-117.95,33.81,24,2749,498,1367,460,4.025,240700,<1H OCEAN,0.181156784,5.976086957,498,NO
-118,33.81,33,2970,547,1869,539,4.3636,201800,<1H OCEAN,0.184175084,5.510204082,547,NO
-118,33.81,22,2642,640,1702,588,3.5268,174700,<1H OCEAN,0.242240727,4.493197279,640,NO
-118.01,33.81,25,1831,345,809,339,4.5179,177100,<1H OCEAN,0.188421628,5.401179941,345,NO
-118,33.82,24,3002,644,1495,634,3.1087,202800,<1H OCEAN,0.214523651,4.735015773,644,NO
-118,33.81,13,2782,605,1749,628,4.1276,153800,<1H OCEAN,0.217469446,4.429936306,605,NO
-118,33.81,17,2142,436,946,412,3.7059,146300,<1H OCEAN,0.203548086,5.199029126,436,NO
-117.99,33.8,18,383,94,487,98,3.975,162500,<1H OCEAN,0.245430809,3.908163265,94,NO
-118,33.81,17,1530,404,883,344,2.8835,196500,<1H OCEAN,0.264052288,4.447674419,404,NO
-117.99,33.82,21,2281,557,1510,460,2.8625,189600,<1H OCEAN,0.244191144,4.958695652,557,NO
-117.99,33.81,23,3284,795,3257,758,2.4526,182900,<1H OCEAN,0.242082826,4.332453826,795,NO
-117.99,33.81,42,161,40,157,50,2.2,153100,<1H OCEAN,0.248447205,3.22,40,NO
-117.99,33.81,46,38,8,66,14,4.1667,162500,<1H OCEAN,0.210526316,2.714285714,8,NO
-117.98,33.81,28,3528,816,2304,764,2.582,181800,<1H OCEAN,0.231292517,4.617801047,816,NO
-117.98,33.81,18,3751,878,2281,815,3.7201,183100,<1H OCEAN,0.234070914,4.602453988,878,NO
-117.98,33.81,35,897,156,479,161,5.152,215600,<1H OCEAN,0.173913043,5.571428571,156,NO
-117.97,33.81,26,4022,1081,2457,1001,2.8042,206300,<1H OCEAN,0.268771755,4.017982018,1081,NO
-117.97,33.81,30,2406,462,1753,456,4.485,180600,<1H OCEAN,0.19201995,5.276315789,462,NO
-117.99,33.8,25,3179,639,2526,623,3.3281,180800,<1H OCEAN,0.201006606,5.102728732,639,NO
-117.99,33.79,33,2064,324,1384,315,4.5263,169000,<1H OCEAN,0.156976744,6.552380952,324,NO
-117.99,33.79,29,2470,560,1589,513,3.1801,190500,<1H OCEAN,0.226720648,4.814814815,560,NO
-117.99,33.79,35,2301,467,2272,454,3.9566,167800,<1H OCEAN,0.202955237,5.068281938,467,NO
-117.98,33.8,35,2114,341,1077,343,5.4876,227500,<1H OCEAN,0.161305582,6.163265306,341,NO
-117.98,33.79,35,2356,478,1659,480,4.1115,179700,<1H OCEAN,0.202886248,4.908333333,478,NO
-117.98,33.8,32,2161,432,1503,402,4.3036,191400,<1H OCEAN,0.19990745,5.375621891,432,NO
-117.97,33.8,35,2985,474,1614,453,5.4631,225600,<1H OCEAN,0.15879397,6.589403974,474,NO
-117.97,33.79,33,3268,641,1704,591,3.6849,211400,<1H OCEAN,0.196144431,5.529610829,641,NO
-118,33.79,18,3679,694,1820,652,3.6531,143500,<1H OCEAN,0.188638217,5.642638037,694,NO
-117.99,33.78,15,4273,993,2300,946,3.5313,213000,<1H OCEAN,0.232389422,4.516913319,993,NO
-117.99,33.79,21,2695,707,1888,683,3.2857,213300,<1H OCEAN,0.262337662,3.945827233,707,NO
-117.98,33.78,31,2825,546,1908,563,3.9798,187500,<1H OCEAN,0.193274336,5.017761989,546,NO
-117.97,33.79,34,2456,410,1289,442,4.1818,224200,<1H OCEAN,0.166938111,5.556561086,410,NO
-117.99,33.78,19,7399,1698,3554,1593,3.1049,173900,<1H OCEAN,0.229490472,4.644695543,1698,NO
-117.97,33.78,35,3148,597,2110,587,3.9479,203800,<1H OCEAN,0.189644219,5.36286201,597,NO
-117.98,33.78,22,4255,971,2901,920,3.2636,180200,<1H OCEAN,0.228202115,4.625,971,NO
-117.96,33.8,33,1984,420,1119,387,3.4821,231300,<1H OCEAN,0.211693548,5.126614987,420,NO
-117.96,33.79,36,2398,403,1261,402,5.2816,221800,<1H OCEAN,0.168056714,5.965174129,403,NO
-117.96,33.8,35,1493,267,811,272,5.244,218000,<1H OCEAN,0.178834561,5.488970588,267,NO
-117.96,33.8,33,2362,394,1185,387,4.425,188400,<1H OCEAN,0.16680779,6.103359173,394,NO
-117.95,33.79,34,2584,408,1233,405,5.6935,218300,<1H OCEAN,0.157894737,6.380246914,408,NO
-117.95,33.78,26,4115,883,2184,825,3.9536,191000,<1H OCEAN,0.214580802,4.987878788,883,NO
-117.96,33.79,29,1813,501,1170,482,2.0677,214500,<1H OCEAN,0.276337562,3.761410788,501,NO
-117.96,33.78,35,1330,201,658,217,6.37,229200,<1H OCEAN,0.15112782,6.129032258,201,NO
-117.94,33.8,23,2757,734,1811,707,2.8,214300,<1H OCEAN,0.266231411,3.899575672,734,NO
-117.95,33.79,34,2912,520,1625,501,4.4667,190600,<1H OCEAN,0.178571429,5.81237525,520,NO
-117.95,33.8,34,1654,285,905,292,4.6389,214600,<1H OCEAN,0.172309553,5.664383562,285,NO
-117.95,33.8,32,1219,192,634,197,5.237,215700,<1H OCEAN,0.157506153,6.187817259,192,NO
-117.94,33.79,24,4179,784,1902,733,4.7986,236500,<1H OCEAN,0.18760469,5.701227831,784,NO
-117.93,33.78,36,2169,359,1018,370,4.3906,231300,<1H OCEAN,0.165514062,5.862162162,359,NO
-117.94,33.78,34,2627,468,1409,450,4.7731,199200,<1H OCEAN,0.178149981,5.837777778,468,NO
-117.93,33.79,36,2363,403,1240,391,4.0909,190800,<1H OCEAN,0.170545916,6.043478261,403,NO
-117.93,33.79,34,3592,616,2138,605,5.2129,193400,<1H OCEAN,0.171492205,5.937190083,616,NO
-117.92,33.79,35,1785,288,1033,297,4.5739,190500,<1H OCEAN,0.161344538,6.01010101,288,NO
-117.92,33.79,29,3692,969,2683,881,3.1726,198700,<1H OCEAN,0.262459372,4.190692395,969,NO
-117.92,33.79,26,2737,614,1877,606,2.8622,184300,<1H OCEAN,0.224333212,4.51650165,614,NO
-117.91,33.79,22,4417,1054,2759,983,4.25,170300,<1H OCEAN,0.2386235,4.493387589,1054,NO
-117.91,33.78,33,2729,549,2223,535,4.0362,177900,<1H OCEAN,0.201172591,5.100934579,549,NO
-117.93,33.78,28,4380,820,2187,835,3.9018,182300,<1H OCEAN,0.187214612,5.245508982,820,NO
-117.92,33.77,28,3614,960,3282,889,3.522,190300,<1H OCEAN,0.265633647,4.065241845,960,NO
-117.91,33.78,26,4297,1037,3596,967,3.045,184000,<1H OCEAN,0.241331161,4.443640124,1037,NO
-117.92,33.78,35,1654,323,1065,354,3.4837,186500,<1H OCEAN,0.19528416,4.672316384,323,NO
-117.95,33.78,9,3553,1035,2017,986,2.9726,133800,<1H OCEAN,0.291303124,3.603448276,1035,NO
-117.94,33.77,32,714,142,654,154,4.5052,170800,<1H OCEAN,0.198879552,4.636363636,142,NO
-117.94,33.77,33,2964,747,2235,718,3.2591,175900,<1H OCEAN,0.252024291,4.128133705,747,NO
-117.94,33.78,11,2880,745,1806,722,3.8056,171100,<1H OCEAN,0.258680556,3.988919668,745,NO
-117.94,33.78,40,299,68,163,70,3.0125,166100,<1H OCEAN,0.227424749,4.271428571,68,NO
-117.93,33.77,36,3157,582,1842,561,4.5833,190700,<1H OCEAN,0.184352233,5.62745098,582,NO
-117.96,33.78,26,2136,557,1528,537,2.4931,236100,<1H OCEAN,0.26076779,3.977653631,557,NO
-117.95,33.78,32,2296,560,1376,532,3.7303,188500,<1H OCEAN,0.243902439,4.315789474,560,NO
-117.96,33.78,33,1520,,658,242,4.875,269300,<1H OCEAN,0,6.280991736,435,YES
-117.95,33.77,38,1476,308,1114,309,4.1917,181800,<1H OCEAN,0.208672087,4.776699029,308,NO
-117.95,33.77,38,989,246,691,204,3.2632,180900,<1H OCEAN,0.248736097,4.848039216,246,NO
-117.96,33.77,32,4398,905,2777,884,4.1321,222800,<1H OCEAN,0.205775352,4.975113122,905,NO
-117.97,33.77,20,1988,424,1277,425,2.9414,162200,<1H OCEAN,0.213279678,4.677647059,424,NO
-117.97,33.77,25,1295,417,856,342,2.7157,350000,<1H OCEAN,0.322007722,3.786549708,417,NO
-117.97,33.77,22,2244,575,1543,533,2.6618,179600,<1H OCEAN,0.256238859,4.210131332,575,NO
-117.99,33.77,15,2081,531,1617,561,3.4955,160900,<1H OCEAN,0.255165786,3.709447415,531,NO
-117.98,33.77,7,2252,570,1576,550,3.6333,169800,<1H OCEAN,0.253108348,4.094545455,570,NO
-117.97,33.76,18,1862,399,1301,369,3.1771,194000,<1H OCEAN,0.214285714,5.046070461,399,NO
-117.98,33.77,22,3236,673,2034,662,4.0955,174200,<1H OCEAN,0.207972806,4.888217523,673,NO
-117.98,33.76,29,1518,312,1086,317,4.32,196900,<1H OCEAN,0.205533597,4.788643533,312,NO
-117.97,33.76,28,1386,272,901,294,4.7464,187500,<1H OCEAN,0.196248196,4.714285714,272,NO
-117.96,33.76,24,1328,290,1012,306,4.2813,189500,<1H OCEAN,0.218373494,4.339869281,290,NO
-117.96,33.76,22,2520,556,2126,527,3.7734,193900,<1H OCEAN,0.220634921,4.781783681,556,NO
-117.96,33.75,14,2509,611,1814,547,2.7986,176100,<1H OCEAN,0.243523316,4.586837294,611,NO
-117.95,33.76,29,1829,366,1703,343,4.1295,188000,<1H OCEAN,0.200109349,5.332361516,366,NO
-117.94,33.76,27,2512,506,1861,511,4.2386,184200,<1H OCEAN,0.201433121,4.915851272,506,NO
-117.94,33.76,33,1441,337,1233,331,3.7232,176200,<1H OCEAN,0.233865371,4.35347432,337,NO
-117.95,33.76,24,3956,812,3196,795,4.3512,191400,<1H OCEAN,0.205257836,4.976100629,812,NO
-117.94,33.75,30,5268,1093,4480,1050,4.015,186700,<1H OCEAN,0.207479119,5.017142857,1093,NO
-117.96,33.75,25,1323,208,852,229,4.6167,237300,<1H OCEAN,0.157218443,5.777292576,208,NO
-117.96,33.75,22,2300,539,1625,542,2.78,196300,<1H OCEAN,0.234347826,4.243542435,539,NO
-117.95,33.75,19,1983,283,1098,275,6.6355,276100,<1H OCEAN,0.142713061,7.210909091,283,NO
-117.95,33.75,24,2027,358,1405,341,5.1416,231400,<1H OCEAN,0.176615688,5.944281525,358,NO
-117.97,33.76,27,1712,325,1036,345,4.0508,183900,<1H OCEAN,0.189836449,4.962318841,325,NO
-117.97,33.75,26,3361,722,2709,648,3.9107,190700,<1H OCEAN,0.214817019,5.186728395,722,NO
-117.97,33.75,32,1564,270,973,290,3.75,190400,<1H OCEAN,0.172634271,5.393103448,270,NO
-117.93,33.76,24,3202,703,3308,714,4.1577,174100,<1H OCEAN,0.219550281,4.484593838,703,NO
-117.93,33.75,24,1380,339,1472,304,4.2219,162800,<1H OCEAN,0.245652174,4.539473684,339,NO
-117.93,33.75,15,2448,602,1666,575,3.5967,141600,<1H OCEAN,0.245915033,4.257391304,602,NO
-117.93,33.76,17,3341,803,3381,825,3.371,161800,<1H OCEAN,0.240347201,4.04969697,803,NO
-117.93,33.76,21,2884,662,2613,645,4.05,177900,<1H OCEAN,0.229542302,4.471317829,662,NO
-117.92,33.75,8,2325,598,1511,565,3.3629,137500,<1H OCEAN,0.257204301,4.115044248,598,NO
-117.92,33.75,19,1920,471,1413,432,4.0313,147500,<1H OCEAN,0.2453125,4.444444444,471,NO
-117.89,33.77,29,2577,445,1849,470,4.4732,194800,<1H OCEAN,0.172681412,5.482978723,445,NO
-117.9,33.77,35,2002,378,1726,387,3.9613,182300,<1H OCEAN,0.188811189,5.173126615,378,NO
-117.91,33.77,26,5556,1398,4545,1333,3.0902,190400,<1H OCEAN,0.25161987,4.168042011,1398,NO
-117.91,33.76,22,7531,1569,5254,1523,3.8506,167400,<1H OCEAN,0.208338866,4.944845699,1569,NO
-117.92,33.76,26,784,177,662,169,2.8438,174300,<1H OCEAN,0.225765306,4.639053254,177,NO
-117.91,33.76,20,4413,,4818,1063,2.8594,215100,<1H OCEAN,0,4.151458137,435,YES
-117.92,33.75,23,893,223,1149,216,2.6442,156300,<1H OCEAN,0.249720045,4.134259259,223,NO
-117.92,33.75,32,790,199,1196,201,3.0625,142800,<1H OCEAN,0.251898734,3.930348259,199,NO
-117.91,33.75,8,2346,679,3842,674,3.0635,160000,<1H OCEAN,0.289428815,3.480712166,679,NO
-117.93,33.74,15,1206,282,677,270,3.9219,142600,<1H OCEAN,0.233830846,4.466666667,282,NO
-117.93,33.74,30,1654,434,1843,467,3.1403,153000,<1H OCEAN,0.262394196,3.541755889,434,NO
-117.93,33.74,5,639,197,666,197,3.3017,87500,<1H OCEAN,0.30829421,3.243654822,197,NO
-117.92,33.74,13,4620,1265,3385,1109,3.1773,186500,<1H OCEAN,0.273809524,4.165915239,1265,NO
-117.92,33.74,18,1639,491,2513,458,2.1838,159700,<1H OCEAN,0.29957291,3.57860262,491,NO
-117.91,33.74,15,715,214,1394,244,3.3846,162500,<1H OCEAN,0.299300699,2.930327869,214,NO
-117.92,33.74,24,5321,1063,4011,1047,4.3882,189300,<1H OCEAN,0.199774478,5.082139446,1063,NO
-117.93,33.73,27,3662,834,3009,743,3.9816,179500,<1H OCEAN,0.227744402,4.928667564,834,NO
-117.94,33.74,24,4248,840,3118,798,4.2222,207200,<1H OCEAN,0.197740113,5.323308271,840,NO
-117.94,33.73,24,4197,718,2468,714,5.2563,211400,<1H OCEAN,0.171074577,5.878151261,718,NO
-117.95,33.74,16,2768,600,1182,563,3.7162,201200,<1H OCEAN,0.216763006,4.91651865,600,NO
-117.95,33.74,25,1393,243,976,245,5.4485,225200,<1H OCEAN,0.174443647,5.685714286,243,NO
-117.95,33.74,21,3576,554,1846,538,5.9838,271900,<1H OCEAN,0.1549217,6.646840149,554,NO
-117.98,33.7,17,1989,411,1401,453,4.1603,160500,<1H OCEAN,0.206636501,4.390728477,411,NO
-117.98,33.71,24,2308,464,1101,407,4.4766,230000,<1H OCEAN,0.201039861,5.670761671,464,NO
-117.99,33.71,19,1967,487,1251,404,3.6696,218800,<1H OCEAN,0.247585155,4.868811881,487,NO
-117.98,33.71,26,1905,373,1098,368,4.8611,229600,<1H OCEAN,0.195800525,5.176630435,373,NO
-117.96,33.68,26,1374,234,731,244,6.0905,224800,<1H OCEAN,0.170305677,5.631147541,234,NO
-117.97,33.68,23,1722,316,865,309,4.6452,273800,<1H OCEAN,0.183507549,5.572815534,316,NO
-117.96,33.68,25,2004,349,1085,343,4.7656,230700,<1H OCEAN,0.174151697,5.842565598,349,NO
-117.96,33.68,18,2594,539,817,485,2.3674,219200,<1H OCEAN,0.207787201,5.348453608,539,NO
-117.96,33.68,24,6517,1279,3441,1198,4.25,152100,<1H OCEAN,0.196255946,5.439899833,1279,NO
-117.97,33.68,26,3653,568,1930,585,5.7301,260900,<1H OCEAN,0.155488639,6.244444444,568,NO
-117.95,33.69,26,1417,264,817,261,4.875,230400,<1H OCEAN,0.186309104,5.429118774,264,NO
-117.95,33.68,26,2249,344,1311,373,5.0287,265000,<1H OCEAN,0.15295687,6.029490617,344,NO
-117.95,33.68,27,1732,303,1115,308,5.5312,239200,<1H OCEAN,0.174942263,5.623376623,303,NO
-117.95,33.68,19,1028,191,340,159,3.6364,252800,<1H OCEAN,0.185797665,6.465408805,191,NO
-117.95,33.67,25,1611,383,554,327,3.0417,137300,<1H OCEAN,0.237740534,4.926605505,383,NO
-117.95,33.67,25,1799,233,810,265,8.289,372400,<1H OCEAN,0.129516398,6.788679245,233,NO
-117.95,33.66,26,1787,227,639,224,6.8226,329800,<1H OCEAN,0.127028539,7.977678571,227,NO
-117.95,33.66,22,2785,441,1086,392,7.3719,337400,<1H OCEAN,0.158348294,7.104591837,441,NO
-117.98,33.65,22,3335,754,1500,719,3.7315,197900,<1H OCEAN,0.226086957,4.638386648,754,NO
-117.98,33.65,18,1027,206,436,180,4.2159,211300,<1H OCEAN,0.200584226,5.705555556,206,NO
-117.98,33.65,22,3592,527,1598,523,6.5501,294900,<1H OCEAN,0.146714922,6.868068834,527,NO
-117.98,33.64,20,1851,495,792,363,3.8187,137500,NEAR OCEAN,0.267423015,5.099173554,495,NO
-117.97,33.74,16,1735,380,784,360,4.2566,139200,<1H OCEAN,0.219020173,4.819444444,380,NO
-117.97,33.74,18,2814,539,1439,493,3.599,262000,<1H OCEAN,0.191542289,5.707910751,539,NO
-117.97,33.73,27,2097,325,1217,331,5.7121,222500,<1H OCEAN,0.154983309,6.335347432,325,NO
-117.97,33.73,26,1694,260,885,279,5.0875,224200,<1H OCEAN,0.153482881,6.071684588,260,NO
-117.96,33.74,19,1783,415,1025,383,4.1484,230000,<1H OCEAN,0.232753786,4.65535248,415,NO
-117.96,33.73,22,3479,455,1454,488,6.6324,347600,<1H OCEAN,0.130784708,7.129098361,455,NO
-117.97,33.73,19,4154,560,2130,589,7.2845,301800,<1H OCEAN,0.134809822,7.052631579,560,NO
-117.97,33.72,24,2991,500,1437,453,5.4286,273400,<1H OCEAN,0.167168171,6.602649007,500,NO
-117.95,33.72,21,3107,483,1688,503,5.9582,288000,<1H OCEAN,0.155455423,6.17693837,483,NO
-117.96,33.72,23,3929,559,1858,538,6.8645,318200,<1H OCEAN,0.142275388,7.302973978,559,NO
-117.93,33.73,19,4021,557,1872,545,6.7919,295600,<1H OCEAN,0.138522756,7.377981651,557,NO
-117.93,33.72,17,4461,585,2095,580,7.6709,319500,<1H OCEAN,0.131136516,7.69137931,585,NO
-117.92,33.73,17,1692,293,934,280,4.4728,205800,<1H OCEAN,0.173167849,6.042857143,293,NO
-117.92,33.73,14,5147,1182,3171,1126,3.9929,225800,<1H OCEAN,0.229648339,4.571047957,1182,NO
-117.92,33.72,17,3318,502,1520,498,5.5501,274200,<1H OCEAN,0.151295961,6.662650602,502,NO
-117.96,33.71,19,4328,849,2243,808,5.5702,342600,<1H OCEAN,0.19616451,5.356435644,849,NO
-117.95,33.71,16,6058,1715,3285,1495,3.4133,290900,<1H OCEAN,0.283096732,4.052173913,1715,NO
-117.96,33.71,19,1624,221,782,228,4.5962,304500,<1H OCEAN,0.136083744,7.122807018,221,NO
-117.95,33.71,20,2781,407,1242,408,6.1092,306500,<1H OCEAN,0.146350234,6.816176471,407,NO
-117.94,33.71,18,3695,602,1779,572,5.9449,276500,<1H OCEAN,0.162922869,6.45979021,602,NO
-117.93,33.71,10,2775,717,1581,633,4.1366,158800,<1H OCEAN,0.258378378,4.383886256,717,NO
-117.94,33.7,18,4827,718,2471,716,6.1181,284500,<1H OCEAN,0.148746634,6.741620112,718,NO
-117.95,33.69,24,4269,618,1954,597,6.9261,284600,<1H OCEAN,0.144764582,7.150753769,618,NO
-117.95,33.7,17,5781,924,2585,915,5.343,231900,<1H OCEAN,0.159833939,6.318032787,924,NO
-117.98,33.69,22,3957,520,1774,527,7.0907,350200,<1H OCEAN,0.131412686,7.508538899,520,NO
-117.97,33.69,21,4112,580,1886,581,6.799,292000,<1H OCEAN,0.141050584,7.077452668,580,NO
-117.98,33.7,16,5127,631,2142,596,7.8195,390500,<1H OCEAN,0.123073922,8.602348993,631,NO
-117.96,33.7,23,4417,740,1865,693,5.3428,279300,<1H OCEAN,0.167534526,6.373737374,740,NO
-117.96,33.7,23,2622,445,1103,407,4.725,289600,<1H OCEAN,0.169717773,6.442260442,445,NO
-117.96,33.69,20,3123,441,1319,432,6.091,290400,<1H OCEAN,0.141210375,7.229166667,441,NO
-117.96,33.69,17,2500,343,1242,368,7.7313,316700,<1H OCEAN,0.1372,6.793478261,343,NO
-117.98,33.7,24,3451,504,1736,493,6.3749,278000,<1H OCEAN,0.146044625,7,504,NO
-117.98,33.71,24,3430,548,1601,512,5.6825,264600,<1H OCEAN,0.159766764,6.69921875,548,NO
-117.97,33.71,26,2553,405,1337,411,5.3737,252900,<1H OCEAN,0.158636898,6.211678832,405,NO
-117.97,33.71,25,3273,478,1645,497,5.8195,286100,<1H OCEAN,0.146043385,6.585513078,478,NO
-117.99,33.7,25,2017,357,1063,369,4.0345,229400,<1H OCEAN,0.176995538,5.466124661,357,NO
-117.98,33.7,17,1997,340,952,341,4.4148,239200,<1H OCEAN,0.170255383,5.856304985,340,NO
-117.99,33.69,17,3386,729,1715,666,3.7479,213000,<1H OCEAN,0.215298287,5.084084084,729,NO
